hhid,intmonth,hurespli_t,hrhtype_t,minsamp_x,hrlonglk_t,hrsample_t,hrhhid2_t,serial_t,hhnum,state_t,stfips,cbsafips_t,county_t,centcity_t,smsastat_t,icntcity_t,smsa04_t,relref95_t,age_t,spouse_t,sex_t,grade92_t,race_t,ethnic_t,lineno,famnum_t,pfamrel_t,marital_t,prpertyp_t,penatvty_t,pemntvty_t,pefntvty_t,prcitshp_t,prcitflg_t,peinusyr_t,selfproxy_t,lfsr94_t,absent94_t,uhourse_t,reason94_t,hourslw_t,laydur_t,dwrsn_t,why3594_t,prunedur_t,untype_t,ftpt94_t,class94_t,agri_t,eligible_t,otc_t,ernpdh2_t,paidhre_t,earnhre_t,earnwke_t,unionmme_t,unioncov_t,schenr_t,studftpt_t,schlvl_t,earnwt_t,weight_t,chldpres_t,ownchild_t,i25d_t,i25c_t,i25a_t,i25b_t,qstnum_t,occurnum_t,ged_t,gedhigr_t,yrcoll_t,grprof_t,gr6cor_t,ms123_t,cmpwgt_t,ind02_t,occ2012_t,occ002_t,vet1_t,vet2_t,vet3_t,vet4_t,linedad_t,linemom_t,recnum_t,year_t,ym_file_t,ym_t,ch02_t,ch35_t,ch613_t,ch1417_t,ch05_t,ihigrdc_t,docc00_t,dind02_t,year_file_x,hurespli_t1,hrhtype_t1,minsamp_y,hrlonglk_t1,hrsample_t1,hrhhid2_t1,serial_t1,state_t1,cbsafips_t1,county_t1,centcity_t1,smsastat_t1,icntcity_t1,smsa04_t1,relref95_t1,age_t1,spouse_t1,sex_t1,grade92_t1,race_t1,ethnic_t1,famnum_t1,pfamrel_t1,marital_t1,prpertyp_t1,penatvty_t1,pemntvty_t1,pefntvty_t1,prcitshp_t1,prcitflg_t1,peinusyr_t1,selfproxy_t1,lfsr94_t1,absent94_t1,uhourse_t1,reason94_t1,hourslw_t1,laydur_t1,dwrsn_t1,why3594_t1,prunedur_t1,untype_t1,ftpt94_t1,class94_t1,agri_t1,eligible_t1,otc_t1,ernpdh2_t1,paidhre_t1,earnhre_t1,earnwke_t1,unionmme_t1,unioncov_t1,schenr_t1,studftpt_t1,schlvl_t1,earnwt_t1,weight_t1,chldpres_t1,ownchild_t1,i25d_t1,i25c_t1,i25a_t1,i25b_t1,qstnum_t1,occurnum_t1,ged_t1,gedhigr_t1,yrcoll_t1,grprof_t1,gr6cor_t1,ms123_t1,cmpwgt_t1,ind02_t1,occ2012_t1,occ002_t1,vet1_t1,vet2_t1,vet3_t1,vet4_t1,linedad_t1,linemom_t1,recnum_t1,year_t1,ym_file_t1,ym_t1,ch02_t1,ch35_t1,ch613_t1,ch1417_t1,ch05_t1,ihigrdc_t1,docc00_t1,dind02_t1,year_file_y,pair_type,state,illinois,pair,joined_state_local,from_federal,from_private,analytic_sample
271381033808399,1,2.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,4,50,,1,40,2,,3,1,3,7,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,12637.6146,2999.2241,0,0,,,0,0,22985,3,,,3.0,,,,3030.1837,,,-1,,,,,2.0,1.0,11196.0,2013,636,633,0,0,0,0,0,14.0,,,2013,2.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,4,51,,1,40,2,,1,3,7,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,11730.4263,2928.5929,0,0,,,0,0,33054,3,,,3.0,,,,2917.042,,,-1,,,,,2.0,1.0,10935.0,2014,648,633,0,0,0,0,0,14.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
287049830069107,1,4.0,4,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,40,,2,39,1,1.0,1,1,1,7,2,303,303,303,4,0,14,2.0,7.0,,,,,,7.0,,,,1.0,,,2,,,,,,,,2.0,,,9881.8819,2521.2696,6,2,,,0,0,52200,1,1.0,,,,,,2466.5154,,,-1,,,,,,,11202.0,2013,636,633,1,0,1,0,1,12.0,,,2013,4.0,4,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,41,,2,39,1,1.0,1,1,7,2,303,303,303,4,0,14,2.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,10218.2591,2539.6017,6,2,,,0,0,21075,1,1.0,,,,,,2543.4455,,,-1,,,,,,,10942.0,2014,648,633,1,0,1,0,1,12.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
287049830069107,1,4.0,4,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,14,23,,1,40,1,1.0,4,0,0,7,2,303,303,303,4,0,14,1.0,1.0,,40.0,,40.0,,,,,,2.0,7.0,0.0,2,,,,,,,,1.0,2.0,2.0,11704.4918,2855.9025,0,0,,,0,0,52200,4,,,4.0,,,,2796.6085,770.0,6440.0,-1,,,,,,,11205.0,2013,636,633,0,0,0,0,0,15.0,19.0,4.0,2013,4.0,4,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,14,37,,1,40,1,1.0,0,0,7,2,303,303,303,4,0,14,1.0,1.0,,40.0,,40.0,,,,,,2.0,7.0,0.0,2,,,,,,,,2.0,,,12341.6469,2954.1033,0,0,,,0,0,21075,4,,,3.0,,,,2982.2476,770.0,6260.0,-1,,,,,,,10945.0,2014,648,633,0,0,0,0,0,14.0,19.0,4.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
303902741687437,1,1.0,6,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,2,72,,1,46,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,5.0,0.0,2,,,,,,,,,,,8668.258,2282.8977,0,0,,,0,0,5544,1,,,,,,,2306.4631,9170.0,420.0,-1,,,,,,,11206.0,2013,636,633,0,0,0,0,0,18.0,1.0,49.0,2013,1.0,6,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,2,72,,1,46,2,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,3.0,,3.0,,,21.0,,,7.0,5.0,0.0,1,2.0,2.0,2.0,,230.76,2.0,2.0,,,,9507.2623,2303.9929,0,0,0.0,,0,0,31055,1,,,,,,,2315.4487,7870.0,2200.0,-1,,,,,,,10946.0,2014,648,633,0,0,0,0,0,18.0,8.0,40.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
303904531394537,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,85,2.0,1,37,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,8668.258,2282.8977,0,0,,,0,0,22989,1,,,,,,,2306.4631,,,-1,6.0,,,,,,11207.0,2013,636,633,0,0,0,0,0,11.0,,,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,85,2.0,1,37,2,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9266.4105,2303.9929,0,0,,,0,0,33061,1,,,,,,,2294.9054,,,-1,6.0,,,,,,10947.0,2014,648,633,0,0,0,0,0,11.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
303904531394537,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,85,1.0,2,36,2,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10898.9577,2591.2164,0,0,,,0,0,22989,2,,,,,,,2563.9044,,,-1,,,,,,,11208.0,2013,636,633,0,0,0,0,0,10.0,,,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,3,85,1.0,2,36,2,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9862.9311,2433.1072,0,0,,,0,0,33061,2,,,,,,,2474.7011,,,-1,,,,,,,10948.0,2014,648,633,0,0,0,0,0,10.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
310709738845664,1,1.0,4,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,,7,1,80,,2,39,1,,1,1,1,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10724.2976,2744.293,0,0,,,0,0,35786,1,1.0,,,,,,2731.068,,,-1,,,,,,,11224.0,2013,636,633,0,0,0,0,0,12.0,,,2013,1.0,4,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,,7,1,80,,2,39,1,,1,1,4,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11045.024,2774.0992,0,0,,,0,0,21060,1,1.0,,,,,,2775.7314,,,-1,,,,,,,10964.0,2014,648,633,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
310709887835858,1,1.0,6,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,2,42,,1,39,2,,1,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1200.0,480.0,2.0,2.0,2.0,,,12211.2694,3324.8449,0,0,0.0,0.0,0,0,52196,1,1.0,,,,,,3354.0348,3980.0,9600.0,-1,,,,,,,11227.0,2013,636,633,0,0,0,0,0,12.0,22.0,13.0,2013,1.0,6,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,2,44,,1,39,2,,0,0,5,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1200.0,480.0,2.0,2.0,2.0,,,15967.9898,4295.4129,0,0,0.0,0.0,0,0,33053,1,1.0,,,,,,4177.4064,1990.0,9600.0,-1,,,,,,,10967.0,2014,648,633,0,0,0,0,0,12.0,22.0,17.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
310709938845684,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,57,1.0,2,40,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,365.0,2.0,2.0,,,,11309.2961,2819.0083,0,0,1.0,,0,0,35797,2,,,1.0,,,,2834.1536,6390.0,120.0,-1,,,,,,,11229.0,2013,636,633,0,0,0,0,0,12.0,1.0,23.0,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,3,58,1.0,2,40,1,,1,2,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,542.0,2.0,2.0,,,,10167.2257,2614.6325,0,0,1.0,,0,0,50257,2,,,3.0,,,,2608.4698,4580.0,5120.0,-1,,,,,,,10969.0,2014,648,633,0,0,0,0,0,14.0,17.0,21.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
310709938845684,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,4,22,,2,40,1,,4,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1113.0,200.0,2.0,2.0,2.0,,,12344.6372,3118.1534,0,0,1.0,1.0,0,0,35797,4,,,3.0,,,,3175.5061,8180.0,3400.0,-1,,,,,2.0,1.0,11230.0,2013,636,633,0,0,0,0,0,14.0,10.0,42.0,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,4,24,,2,40,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,-4.0,,1.0,,,20.0,,,7.0,4.0,0.0,1,2.0,2.0,1.0,725.0,7.25,2.0,2.0,1.0,1.0,2.0,13251.6848,3206.6362,0,0,1.0,1.0,0,42,50257,4,,,2.0,,,,3274.6156,8180.0,3400.0,-1,,,,,2.0,1.0,10970.0,2014,648,633,0,0,0,0,0,13.0,10.0,42.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
310709938845684,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,4,24,,2,43,1,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,2150.0,673.0,2.0,2.0,2.0,,,12344.6372,3118.1534,0,0,1.0,1.0,0,0,35797,3,,,,2.0,,,3175.5061,6390.0,950.0,-1,,,,,2.0,1.0,11231.0,2013,636,633,0,0,0,0,0,16.0,2.0,23.0,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,4,25,,2,43,1,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1192.0,2.0,2.0,2.0,,,11517.58,2948.3101,0,0,1.0,,0,0,50257,3,,,,2.0,,,2970.2957,7390.0,800.0,-1,,,,,2.0,1.0,10971.0,2014,648,633,0,0,0,0,0,16.0,2.0,36.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
310709953453433,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,41,2.0,1,44,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,1.0,1.0,1800.0,711.0,1.0,,2.0,,,12211.2694,3324.8449,0,0,1.0,1.0,0,0,59244,1,,,,,,2.0,3354.0348,7380.0,7010.0,-1,,,,,,,11232.0,2013,636,633,0,0,0,0,0,18.0,20.0,36.0,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,42,3.0,1,44,2,,1,1,1,2,57,57,57,1,0,0,1.0,4.0,,,,,,,,4.0,2.0,11.0,2.0,0.0,2,,,,,,,,2.0,,,32002.0314,4295.4129,0,0,,,0,0,33062,1,,,,,,2.0,4927.6029,7380.0,7010.0,-1,,,,,,,10972.0,2014,648,633,0,0,0,0,0,18.0,20.0,36.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,1,0,1,recruitment
310709963719303,1,2.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,44,2.0,1,45,2,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1538.0,2.0,2.0,2.0,,,12211.2694,3324.8449,5,3,1.0,,0,42,22987,1,,,,,,,3354.0348,7870.0,230.0,-1,,,,,,,11234.0,2013,636,633,1,1,0,0,1,18.0,1.0,40.0,2013,2.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,45,2.0,1,46,2,,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,1923.0,2.0,2.0,2.0,,,12246.7277,3183.6824,5,3,1.0,,0,42,42869,1,,,,,,,3199.5121,7870.0,725.0,-1,,,,,,,10974.0,2014,648,633,1,1,0,0,1,18.0,2.0,40.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
310709963719303,1,2.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,36,1.0,2,45,2,,2,1,2,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,10920.2342,2854.8336,5,3,,,0,0,22987,2,,,,,,,2807.6703,,,-1,,,,,,,11235.0,2013,636,633,1,1,0,0,1,18.0,,,2013,2.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,3,37,1.0,2,46,2,,1,2,1,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,1.0,0.0,2,,,,,,,,1.0,1.0,2.0,14864.0284,3287.7993,5,3,,,0,0,42869,2,,,,,,,3538.7536,9380.0,900.0,-1,,,,,,,10975.0,2014,648,633,1,1,0,0,1,18.0,2.0,51.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
310709977669510,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,59,2.0,2,39,1,,1,1,1,1,2,164,164,164,5,0,21,1.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11230.9531,2819.0083,0,0,,,0,0,9577,1,1.0,,,,,,2803.2433,,,-1,,,,,,,11239.0,2013,636,633,0,0,0,0,0,12.0,,,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,61,2.0,2,39,1,,1,1,1,2,164,164,164,5,0,21,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11919.392,3008.0485,0,0,,,0,0,53706,1,1.0,,,,,,2995.4694,,,-1,,,,,,,10979.0,2014,648,633,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
310709977669510,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,62,1.0,1,39,1,,2,1,2,1,2,164,164,164,5,0,21,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10571.5343,2696.516,0,0,,,0,0,9577,2,1.0,,,,,,2700.7181,,,-1,,,,,,,11240.0,2013,636,633,0,0,0,0,0,12.0,,,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,3,64,1.0,1,39,1,,1,2,1,2,164,164,164,5,0,21,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,14050.5143,3474.7708,0,0,,,0,0,53706,2,1.0,,,,,,3531.6394,,,-1,,,,,,,10980.0,2014,648,633,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
333193298700818,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,76,2.0,1,40,2,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,8668.258,2282.8977,0,0,,,0,0,22984,1,,,4.0,,,,2306.4631,,,-1,5.0,,,,,,11247.0,2013,636,633,0,0,0,0,0,15.0,,,2013,2.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,77,2.0,1,40,2,,1,1,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9266.4105,2303.9929,0,0,,,0,0,42868,1,,,4.0,,,,2294.9054,,,-1,5.0,,,,,,10989.0,2014,648,633,0,0,0,0,0,15.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
333193298700818,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,73,1.0,2,43,2,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10898.9577,2591.2164,0,0,,,0,0,22984,2,,,,2.0,,,2563.9044,,,-1,,,,,,,11248.0,2013,636,633,0,0,0,0,0,16.0,,,2013,2.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,3,74,1.0,2,43,2,,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9862.9311,2433.1072,0,0,,,0,0,42868,2,,,,2.0,,,2474.7011,,,-1,,,,,,,10990.0,2014,648,633,0,0,0,0,0,16.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
334194587700668,1,2.0,7,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,,7,2,85,,2,39,1,,1,0,0,4,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10724.2976,2744.293,0,0,,,0,0,55474,1,1.0,,,,,,2731.068,,,-1,,,,,,,11249.0,2013,636,633,0,0,0,0,0,12.0,,,2013,3.0,7,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,,7,2,85,,2,43,1,,0,0,4,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11045.024,2774.0992,0,0,,,0,0,62306,1,,,,2.0,,,2775.7314,,,-1,,,,,,,10991.0,2014,648,633,0,0,0,0,0,16.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
334194589700868,1,2.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,75,2.0,1,41,2,,1,1,1,1,2,57,57,57,1,0,0,2.0,1.0,,30.0,,1.0,,,21.0,,,7.0,4.0,0.0,1,2.0,1.0,1.0,1500.0,400.0,2.0,2.0,,,,10839.6162,2282.8977,0,0,0.0,0.0,0,0,22995,1,,,3.0,,,,2267.7871,6180.0,9120.0,-1,,,,,,,11250.0,2013,636,633,0,0,0,0,0,14.0,22.0,23.0,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,76,2.0,1,40,2,,1,1,1,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,403.84,1.0,,,,,9507.2623,2303.9929,0,0,0.0,,0,0,42874,1,,,4.0,,,,2315.4487,6180.0,9120.0,-1,,,,,,,10993.0,2014,648,633,0,0,0,0,0,15.0,22.0,23.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
334194589700868,1,2.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,3,65,1.0,2,42,2,,2,1,2,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10898.9577,2591.2164,0,0,,,0,0,22995,2,,,3.0,,,,2563.9044,,,-1,,,,,,,11251.0,2013,636,633,0,0,0,0,0,14.0,,,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,3,66,1.0,2,41,2,,1,2,1,2,57,57,57,1,0,0,2.0,6.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,9862.9311,2433.1072,0,0,,,0,0,42874,2,,,4.0,,,,2474.7011,,,-1,,,,,,,10994.0,2014,648,633,0,0,0,0,0,15.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
334194589700868,1,2.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,4,36,,1,40,2,,3,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,35.0,,35.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1250.0,437.5,2.0,2.0,2.0,,,13897.468,3855.3815,0,0,1.0,1.0,0,42,22995,3,,,3.0,,,,3817.1782,770.0,7315.0,-1,,,,,2.0,2.0,11252.0,2013,636,633,0,0,0,0,0,14.0,20.0,4.0,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,4,37,,1,40,2,,1,3,7,2,57,57,57,1,0,0,2.0,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,,1.0,1400.0,560.0,1.0,,2.0,,,17104.6741,4547.2944,0,0,0.0,0.0,0,0,42874,3,,,3.0,,,,4474.7758,7680.0,3930.0,-1,,,,,2.0,2.0,10995.0,2014,648,633,0,0,0,0,0,14.0,12.0,38.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
371544053903393,1,1.0,7,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,2,58,,2,38,2,,1,0,0,7,2,57,57,57,1,0,0,,1.0,,40.0,,40.0,,,,,,2.0,4.0,0.0,1,2.0,2.0,2.0,,480.0,2.0,2.0,,,,8318.2788,2464.5995,0,0,1.0,,21,41,19732,1,,,,,,,2496.4725,9090.0,5240.0,-1,,,,,,,11256.0,2013,636,633,0,0,0,0,0,12.0,17.0,48.0,2013,1.0,7,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,2,58,,2,38,2,,0,0,7,2,57,57,57,1,0,0,1.0,1.0,,40.0,,40.0,,,,,,2.0,1.0,0.0,1,2.0,1.0,1.0,1150.0,750.0,1.0,,,,,10616.2691,2605.281,0,0,0.0,1.0,0,0,33060,1,,,,,,,2558.8641,6870.0,5120.0,-1,,,,,,,10998.0,2014,648,633,0,0,0,0,0,12.0,17.0,32.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,1,recruitment
403908451676387,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,,7,1,80,2.0,2,40,1,,1,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10724.2976,2744.293,0,0,,,0,0,22973,1,,,2.0,,,,2731.068,,,-1,,,,,,,11260.0,2013,636,633,0,0,0,0,0,13.0,,,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,,7,1,80,2.0,2,40,1,,1,1,1,2,57,57,57,1,0,0,1.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,11045.024,2774.0992,0,0,,,0,0,21059,1,,,1.0,,,,2775.7314,,,-1,,,,,,,11003.0,2014,648,633,0,0,0,0,0,12.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
403908451676387,1,1.0,1,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,,7,3,80,1.0,1,37,1,,2,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,10929.2487,2806.0339,0,0,,,0,0,22973,2,,,,,,,2792.1037,,,-1,,,,,,,11261.0,2013,636,633,0,0,0,0,0,11.0,,,2013,1.0,1,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,,7,3,85,1.0,1,37,1,,1,2,1,2,57,57,57,1,0,0,2.0,5.0,,,,,,,,,,1.0,,,2,,,,,,,,,,,12907.1979,3231.2185,0,0,,,0,0,21059,2,,,,,,,3244.2633,,,-1,,,,,,,11004.0,2014,648,633,0,0,0,0,0,11.0,,,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
471727043806393,1,2.0,4,4,2,9100,91001,1,1,33,17,16980,0,1.0,1.0,1.0,7,1,53,,2,44,2,,1,1,1,4,2,57,57,57,1,0,0,1.0,7.0,,,,,,,,,,1.0,,,2,,,,,,,,2.0,,,11055.9699,2872.8493,0,0,,,0,0,44089,1,,,,,,3.0,2842.5689,,,-1,,,,,2.0,,11272.0,2013,636,633,0,0,0,0,0,18.0,,,2013,1.0,4,8,2,9100,91001,1,33.0,16980,0,1.0,1.0,1.0,7,1,54,,2,34,2,,1,1,4,2,57,57,57,1,0,0,1.0,1.0,,20.0,,20.0,,,15.0,,,6.0,7.0,0.0,2,,,,,,,,2.0,,,10933.9074,2804.0304,0,0,,,0,0,65314,1,,,,,,,2754.0725,8560.0,2750.0,-1,,,,,2.0,,11011.0,2014,648,633,0,0,0,0,0,7.5,9.0,44.0,2014,MIS4_to_MIS8,illinois,1,2013-2014,0,0,0,recruitment
